State,Year,Quarter,Brands,Count,Percentage,S.no
chandigarh,2021,2,Apple,35361,0.078830154,1083
chandigarh,2021,2,Realme,19398,0.043243894,1084
chandigarh,2021,2,OnePlus,11907,0.026544234,1085
chandigarh,2021,2,Motorola,8043,0.017930232,1086
chandigarh,2021,2,Huawei,5918,0.013192977,1087
chandigarh,2021,2,HMD Global,4599,0.010252535,1088
chandigarh,2021,2,Others,30726,0.068497365,1089
chandigarh,2021,3,Xiaomi,107815,0.224398133,1090
chandigarh,2021,3,Samsung,92724,0.192988846,1091
chandigarh,2021,3,Vivo,89865,0.187038336,1092
chandigarh,2021,3,Oppo,66039,0.137448669,1093
chandigarh,2021,3,Apple,37880,0.078840618,1094
chandigarh,2021,3,Realme,22934,0.047733124,1095
chandigarh,2021,3,OnePlus,13193,0.02745893,1096
chandigarh,2021,3,Motorola,8166,0.016996106,1097
chandigarh,2021,3,Huawei,5900,0.012279822,1098
chandigarh,2021,3,HMD Global,4496,0.00935764,1099
chandigarh,2021,3,Others,31451,0.065459775,1100
chandigarh,2021,4,Xiaomi,112958,0.220581458,1101
chandigarh,2021,4,Vivo,97127,0.189667091,1102
chandigarh,2021,4,Samsung,97097,0.189608508,1103
chandigarh,2021,4,Oppo,71275,0.139183975,1104
chandigarh,2021,4,Apple,41698,0.081426775,1105
chandigarh,2021,4,Realme,27098,0.052916273,1106
chandigarh,2021,4,OnePlus,14380,0.028080892,1107
chandigarh,2021,4,Motorola,8240,0.016090859,1108
chandigarh,2021,4,Huawei,5797,0.011320232,1109
chandigarh,2021,4,HMD Global,4511,0.008808964,1110
chandigarh,2021,4,Others,31911,0.062314975,1111
chandigarh,2022,1,Xiaomi,118077,0.218035672,1112
chandigarh,2022,1,Vivo,103673,0.191437894,1113
chandigarh,2022,1,Samsung,100254,0.185124522,1114
chandigarh,2022,1,Oppo,76330,0.140947541,1115
chandigarh,2022,1,Apple,45080,0.083242698,1116
chandigarh,2022,1,Realme,30911,0.057078861,1117
chandigarh,2022,1,OnePlus,15554,0.028721316,1118
chandigarh,2022,1,Motorola,8378,0.015470438,1119
chandigarh,2022,1,Huawei,5812,0.010732178,1120
chandigarh,2022,1,HMD Global,4529,0.008363047,1121
chandigarh,2022,1,Others,32951,0.060845833,1122
chhattisgarh,2018,1,Xiaomi,161753,0.23813015,1123
chhattisgarh,2018,1,Samsung,125715,0.185075589,1124
chhattisgarh,2018,1,Vivo,103265,0.152025062,1125
chhattisgarh,2018,1,Oppo,62998,0.092744636,1126
chhattisgarh,2018,1,Micromax,53452,0.07869117,1127
chhattisgarh,2018,1,Realme,40116,0.059058126,1128
chhattisgarh,2018,1,OnePlus,15860,0.023348835,1129
chhattisgarh,2018,1,Apple,15418,0.02269813,1130
chhattisgarh,2018,1,Lenovo,13258,0.019518213,1131
chhattisgarh,2018,1,Motorola,12182,0.017934143,1132
chhattisgarh,2018,1,Others,75246,0.110775944,1133
chhattisgarh,2018,2,Xiaomi,229221,0.241113945,1134
chhattisgarh,2018,2,Samsung,174661,0.183723144,1135
chhattisgarh,2018,2,Vivo,152196,0.160092566,1136
chhattisgarh,2018,2,Oppo,90864,0.095578405,1137
chhattisgarh,2018,2,Micromax,73053,0.076843296,1138
chhattisgarh,2018,2,Realme,54968,0.05781997,1139
chhattisgarh,2018,2,Apple,20055,0.021095537,1140
chhattisgarh,2018,2,OnePlus,19998,0.02103558,1141
chhattisgarh,2018,2,Lenovo,17504,0.018412181,1142
chhattisgarh,2018,2,Motorola,16136,0.016973203,1143
chhattisgarh,2018,2,Others,102019,0.107312173,1144
chhattisgarh,2018,3,Xiaomi,298538,0.245146954,1145
chhattisgarh,2018,3,Samsung,222989,0.183109267,1146
chhattisgarh,2018,3,Vivo,205795,0.168990271,1147
chhattisgarh,2018,3,Oppo,119608,0.098217101,1148
chhattisgarh,2018,3,Micromax,92998,0.076366079,1149
chhattisgarh,2018,3,Realme,70527,0.057913831,1150
chhattisgarh,2018,3,OnePlus,23810,0.019551779,1151
chhattisgarh,2018,3,Apple,23566,0.019351416,1152
chhattisgarh,2018,3,Motorola,19369,0.015905015,1153
chhattisgarh,2018,3,Lenovo,18890,0.01551168,1154
chhattisgarh,2018,3,Others,121702,0.099936607,1155
chhattisgarh,2018,4,Xiaomi,378100,0.2393041,1156
chhattisgarh,2018,4,Samsung,280138,0.177302756,1157
chhattisgarh,2018,4,Vivo,275135,0.174136296,1158
chhattisgarh,2018,4,Oppo,155513,0.098426074,1159
chhattisgarh,2018,4,Micromax,154018,0.09747987,1160
chhattisgarh,2018,4,Realme,91037,0.057618427,1161
chhattisgarh,2018,4,Apple,28128,0.017802554,1162
chhattisgarh,2018,4,OnePlus,27785,0.017585465,1163
chhattisgarh,2018,4,Motorola,22980,0.014544322,1164
chhattisgarh,2018,4,Lenovo,22246,0.014079765,1165
chhattisgarh,2018,4,Others,144918,0.091720369,1166
chhattisgarh,2019,1,Xiaomi,454437,0.238062484,1167
chhattisgarh,2019,1,Vivo,344150,0.180287265,1168
chhattisgarh,2019,1,Samsung,336551,0.176306434,1169
chhattisgarh,2019,1,Oppo,192191,0.10068165,1170
chhattisgarh,2019,1,Micromax,187241,0.098088531,1171
chhattisgarh,2019,1,Realme,109520,0.057373416,1172
chhattisgarh,2019,1,Apple,32769,0.017166449,1173
chhattisgarh,2019,1,OnePlus,31894,0.016708069,1174
chhattisgarh,2019,1,Motorola,25968,0.01360366,1175
chhattisgarh,2019,1,Lenovo,24737,0.012958786,1176
chhattisgarh,2019,1,Others,169440,0.088763255,1177
chhattisgarh,2019,2,Xiaomi,521922,0.2382046,1178
chhattisgarh,2019,2,Vivo,406013,0.185303866,1179
chhattisgarh,2019,2,Samsung,388144,0.177148475,1180
chhattisgarh,2019,2,Oppo,225563,0.102946694,1181
chhattisgarh,2019,2,Micromax,208017,0.094938719,1182
chhattisgarh,2019,2,Realme,126313,0.057649108,1183
chhattisgarh,2019,2,Apple,37139,0.016950197,1184
chhattisgarh,2019,2,OnePlus,35168,0.016050635,1185
chhattisgarh,2019,2,Motorola,28701,0.013099103,1186
chhattisgarh,2019,2,Lenovo,27225,0.012425459,1187
chhattisgarh,2019,2,Others,186861,0.085283145,1188
chhattisgarh,2019,3,Xiaomi,582178,0.23908178,1189
chhattisgarh,2019,3,Vivo,463726,0.190437353,1190
chhattisgarh,2019,3,Samsung,424913,0.174498102,1191
chhattisgarh,2019,3,Oppo,254200,0.104391764,1192
chhattisgarh,2019,3,Micromax,225367,0.092550978,1193
chhattisgarh,2019,3,Realme,145376,0.059701247,1194
chhattisgarh,2019,3,Apple,40822,0.016764282,1195
chhattisgarh,2019,3,OnePlus,38300,0.015728578,1196
chhattisgarh,2019,3,Motorola,30550,0.012545902,1197
chhattisgarh,2019,3,Lenovo,26475,0.010872431,1198
chhattisgarh,2019,3,Others,203151,0.083427582,1199
chhattisgarh,2019,4,Xiaomi,649776,0.23837118,1200
chhattisgarh,2019,4,Vivo,534907,0.196231336,1201
chhattisgarh,2019,4,Samsung,473054,0.173540482,1202
chhattisgarh,2019,4,Oppo,290835,0.106693202,1203
chhattisgarh,2019,4,Micromax,243335,0.089267765,1204
chhattisgarh,2019,4,Realme,169406,0.062146814,1205
chhattisgarh,2019,4,Apple,44369,0.016276826,1206
chhattisgarh,2019,4,OnePlus,41107,0.015080157,1207
chhattisgarh,2019,4,Motorola,32554,0.011942478,1208
chhattisgarh,2019,4,Lenovo,27622,0.010133167,1209
chhattisgarh,2019,4,Others,218935,0.080316593,1210
chhattisgarh,2020,1,Xiaomi,711639,0.235916482,1211
chhattisgarh,2020,1,Vivo,613952,0.203532122,1212
chhattisgarh,2020,1,Samsung,521671,0.172939913,1213
chhattisgarh,2020,1,Oppo,328835,0.10901257,1214
chhattisgarh,2020,1,Micromax,253971,0.084194296,1215
chhattisgarh,2020,1,Realme,196352,0.065092938,1216
chhattisgarh,2020,1,Apple,47890,0.015876084,1217
chhattisgarh,2020,1,OnePlus,43526,0.014429368,1218
chhattisgarh,2020,1,Motorola,34414,0.011408635,1219
chhattisgarh,2020,1,Lenovo,29426,0.009755056,1220
chhattisgarh,2020,1,Others,234811,0.077842537,1221
chhattisgarh,2020,2,Xiaomi,796390,0.234118186,1222
chhattisgarh,2020,2,Vivo,714180,0.209950559,1223
chhattisgarh,2020,2,Samsung,579423,0.170335466,1224
chhattisgarh,2020,2,Oppo,377290,0.11091356,1225
chhattisgarh,2020,2,Micromax,282770,0.08312711,1226
chhattisgarh,2020,2,Realme,227611,0.066911782,1227
chhattisgarh,2020,2,Apple,50835,0.014944183,1228
chhattisgarh,2020,2,OnePlus,45570,0.013396408,1229
chhattisgarh,2020,2,Motorola,36651,0.010774452,1230
chhattisgarh,2020,2,Lenovo,30902,0.009084394,1231
chhattisgarh,2020,2,Others,260036,0.076443899,1232
chhattisgarh,2020,3,Xiaomi,879885,0.231586104,1233
chhattisgarh,2020,3,Vivo,837832,0.220517736,1234
chhattisgarh,2020,3,Samsung,638573,0.168072683,1235
chhattisgarh,2020,3,Oppo,424680,0.111775955,1236
chhattisgarh,2020,3,Micromax,300759,0.079159896,1237
chhattisgarh,2020,3,Realme,264356,0.069578611,1238
chhattisgarh,2020,3,Apple,54717,0.014401538,1239
chhattisgarh,2020,3,OnePlus,48306,0.01271416,1240
chhattisgarh,2020,3,Motorola,38887,0.010235075,1241
chhattisgarh,2020,3,Lenovo,32625,0.008586914,1242
chhattisgarh,2020,3,Others,278766,0.073371329,1243
chhattisgarh,2020,4,Xiaomi,962085,0.229581628,1244
chhattisgarh,2020,4,Vivo,951506,0.227057169,1245
chhattisgarh,2020,4,Samsung,697989,0.166560596,1246
chhattisgarh,2020,4,Oppo,473974,0.113104063,1247
chhattisgarh,2020,4,Micromax,315002,0.075168693,1248
chhattisgarh,2020,4,Realme,302527,0.072191793,1249
chhattisgarh,2020,4,Apple,59187,0.01412375,1250
chhattisgarh,2020,4,OnePlus,51351,0.012253851,1251
chhattisgarh,2020,4,Motorola,41093,0.009805992,1252
chhattisgarh,2020,4,Lenovo,34335,0.008193336,1253
chhattisgarh,2020,4,Others,301552,0.071959129,1254
chhattisgarh,2021,1,Vivo,1059097,0.234596309,1255
chhattisgarh,2021,1,Xiaomi,1035868,0.229450947,1256
chhattisgarh,2021,1,Samsung,741544,0.164256423,1257
chhattisgarh,2021,1,Oppo,511992,0.113409285,1258
chhattisgarh,2021,1,Realme,338436,0.074965595,1259
chhattisgarh,2021,1,Micromax,315253,0.069830422,1260
chhattisgarh,2021,1,Apple,63748,0.014120563,1261
chhattisgarh,2021,1,OnePlus,54838,0.012146944,1262
chhattisgarh,2021,1,Motorola,42166,0.009340021,1263
chhattisgarh,2021,1,Huawei,35061,0.007766221,1264
chhattisgarh,2021,1,Others,316548,0.070117272,1265
chhattisgarh,2021,2,Vivo,1169224,0.241722288,1266
chhattisgarh,2021,2,Xiaomi,1101581,0.227737952,1267
chhattisgarh,2021,2,Samsung,778803,0.161007679,1268
chhattisgarh,2021,2,Oppo,550796,0.113870113,1269
chhattisgarh,2021,2,Realme,397105,0.082096441,1270
chhattisgarh,2021,2,Micromax,302906,0.062621988,1271
chhattisgarh,2021,2,Apple,69177,0.014301471,1272
chhattisgarh,2021,2,OnePlus,61100,0.012631653,1273
chhattisgarh,2021,2,Motorola,41735,0.008628184,1274
chhattisgarh,2021,2,Huawei,34225,0.007075586,1275
chhattisgarh,2021,2,Others,330403,0.068306645,1276
chhattisgarh,2021,3,Vivo,1306833,0.251020345,1277
chhattisgarh,2021,3,Xiaomi,1175329,0.225760668,1278
chhattisgarh,2021,3,Samsung,796963,0.153083008,1279
chhattisgarh,2021,3,Oppo,605302,0.116268197,1280
chhattisgarh,2021,3,Realme,464310,0.089186037,1281
chhattisgarh,2021,3,Micromax,283826,0.054518137,1282
chhattisgarh,2021,3,Apple,75098,0.014425046,1283
chhattisgarh,2021,3,OnePlus,74197,0.014251979,1284
chhattisgarh,2021,3,Motorola,41449,0.007961646,1285
chhattisgarh,2021,3,Infinix,38832,0.007458965,1286
chhattisgarh,2021,3,Others,343945,0.066065972,1287
chhattisgarh,2021,4,Vivo,1423389,0.255753097,1288
chhattisgarh,2021,4,Xiaomi,1243356,0.223404949,1289
chhattisgarh,2021,4,Samsung,821562,0.14761743,1290
chhattisgarh,2021,4,Oppo,651316,0.1170278,1291
chhattisgarh,2021,4,Realme,551719,0.099132312,1292
chhattisgarh,2021,4,Micromax,262792,0.047218201,1293
chhattisgarh,2021,4,OnePlus,87470,0.015716521,1294
chhattisgarh,2021,4,Apple,87360,0.015696756,1295
chhattisgarh,2021,4,Infinix,47609,0.008554337,1296
chhattisgarh,2021,4,Tecno,44668,0.008025901,1297
chhattisgarh,2021,4,Others,344240,0.061852695,1298
chhattisgarh,2022,1,Vivo,1531319,0.258801604,1299
chhattisgarh,2022,1,Xiaomi,1301387,0.219941791,1300
chhattisgarh,2022,1,Samsung,843988,0.142638763,1301
chhattisgarh,2022,1,Oppo,702141,0.118665815,1302
chhattisgarh,2022,1,Realme,629948,0.106464788,1303
chhattisgarh,2022,1,Micromax,255953,0.04325751,1304
chhattisgarh,2022,1,OnePlus,99485,0.01681353,1305
chhattisgarh,2022,1,Apple,96555,0.016318343,1306
chhattisgarh,2022,1,Tecno,57754,0.009760754,1307
chhattisgarh,2022,1,Infinix,53501,0.009041973,1308
chhattisgarh,2022,1,Others,344930,0.058295128,1309
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Xiaomi,12990,0.243907019,1310
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Samsung,10123,0.190074731,1311
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Vivo,8579,0.161083781,1312
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Oppo,5623,0.105580382,1313
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Realme,3008,0.056479778,1314
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Lenovo,1714,0.032182958,1315
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Motorola,1527,0.028671749,1316
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Apple,1436,0.026963085,1317
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,OnePlus,1090,0.020466409,1318
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Micromax,847,0.015903714,1319
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Others,6321,0.118686395,1320
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Xiaomi,17620,0.24657841,1321
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Samsung,13325,0.186473173,1322
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Vivo,12204,0.170785636,1323
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Oppo,7585,0.106146268,1324
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Realme,3991,0.055850989,1325
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Lenovo,2117,0.029625794,1326
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Motorola,1935,0.027078844,1327
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Apple,1812,0.025357553,1328
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,OnePlus,1328,0.018584343,1329
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Huawei,1132,0.015841473,1330
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Others,8409,0.117677517,1331
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Xiaomi,22407,0.243271413,1332
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Samsung,17165,0.186359343,1333
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Vivo,16781,0.182190279,1334
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Oppo,9875,0.107212264,1335
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Realme,5100,0.055370384,1336
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Lenovo,2523,0.027392055,1337
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Motorola,2378,0.025817799,1338
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Apple,2146,0.023298989,1339
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,OnePlus,1545,0.016773969,1340
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Huawei,1514,0.016437404,1341
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Others,10673,0.115876101,1342
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Xiaomi,28477,0.24441469,1343
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Vivo,22409,0.192333771,1344
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Samsung,21520,0.18470359,1345
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Oppo,12699,0.108994001,1346
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Realme,6489,0.055694312,1347
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Lenovo,2931,0.025156423,1348
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Motorola,2811,0.024126477,1349
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Apple,2546,0.021852014,1350
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Huawei,2029,0.017414665,1351
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,OnePlus,1795,0.015406271,1352
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Others,12805,0.109903786,1353
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Xiaomi,34460,0.245211055,1354
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Vivo,27883,0.198410326,1355
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Samsung,25799,0.183580964,1356
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Oppo,15701,0.111725443,1357
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Realme,7762,0.055232972,1358
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Lenovo,3296,0.023453733,1359
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Motorola,3175,0.022592719,1360
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Apple,2928,0.020835112,1361
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Huawei,2510,0.017860701,1362
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,OnePlus,2058,0.014644351,1363
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Others,14960,0.106452623,1364
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Xiaomi,38996,0.245907428,1365
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Vivo,32183,0.202944886,1366
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Samsung,28908,0.182292849,1367
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Oppo,18106,0.11417581,1368
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Realme,8833,0.055700593,1369
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Lenovo,3513,0.022152857,1370
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Motorola,3454,0.021780805,1371
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Apple,3276,0.020658343,1372
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Huawei,2827,0.017826964,1373
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,OnePlus,2202,0.013885736,1374
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Others,16282,0.102673729,1375
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Xiaomi,43202,0.244177043,1376
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Vivo,37115,0.209773412,1377
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Samsung,31867,0.180111796,1378
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Oppo,20623,0.11656088,1379
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Realme,10150,0.057367645,1380
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Lenovo,3660,0.020686264,1381
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Motorola,3640,0.020573224,1382
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Apple,3605,0.020375405,1383
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Huawei,3096,0.017498545,1384
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,OnePlus,2366,0.013372596,1385
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Others,17605,0.099503191,1386
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Xiaomi,48012,0.242978168,1387
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Vivo,42886,0.21703661,1388
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Samsung,35031,0.177284183,1389
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Oppo,23415,0.118498163,1390
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Realme,12044,0.060952034,1391
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Apple,3874,0.019605462,1392
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Motorola,3849,0.019478942,1393
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Lenovo,3794,0.019200599,1394
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Huawei,3405,0.017231956,1395
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,OnePlus,2529,0.012798713,1396
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Others,18759,0.094935171,1397
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Xiaomi,52683,0.241116542,1398
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Vivo,48874,0.223683729,1399
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Samsung,38134,0.174529511,1400
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Oppo,26282,0.120285955,1401
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Realme,13927,0.063740297,1402
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Apple,4178,0.019121632,1403
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Motorola,4028,0.01843512,1404
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Lenovo,3944,0.018050674,1405
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Huawei,3732,0.017080404,1406
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,OnePlus,2682,0.012274824,1407
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Others,20032,0.091681312,1408
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Xiaomi,58073,0.237212741,1409
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Vivo,56525,0.230889573,1410
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Samsung,42346,0.172972134,1411
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Oppo,29921,0.122219318,1412
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Realme,16175,0.066070568,1413
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Apple,4502,0.018389471,1414
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Motorola,4308,0.017597033,1415
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Lenovo,4157,0.016980238,1416
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Huawei,4069,0.016620781,1417
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,OnePlus,2817,0.011506695,1418
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Others,21921,0.089541448,1419
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Vivo,63527,0.237088816,1420
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Xiaomi,62612,0.233673949,1421
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Samsung,46194,0.172400409,1422
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Oppo,33220,0.123980205,1423
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Realme,18327,0.06839811,1424
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Apple,4852,0.018108126,1425
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Motorola,4473,0.016693662,1426
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Huawei,4325,0.016141312,1427
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Lenovo,4294,0.016025617,1428
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,OnePlus,2971,0.011088055,1429
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Others,23151,0.086401738,1430
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Vivo,71995,0.242821922,1431
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Xiaomi,68314,0.230406789,1432
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Samsung,50714,0.171046197,1433
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Oppo,36932,0.124562806,1434
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Realme,20993,0.07080437,1435
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Apple,5335,0.017993679,1436
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Motorola,4712,0.015892449,1437
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Huawei,4635,0.015632747,1438
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Lenovo,4516,0.015231388,1439
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,OnePlus,3173,0.01070177,1440
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Others,25174,0.084905883,1441
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Vivo,79699,0.247977573,1442
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Xiaomi,73383,0.228325804,1443
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Samsung,54230,0.168732654,1444
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Oppo,40045,0.12459707,1445
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Realme,23882,0.074307085,1446
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Apple,5784,0.01799649,1447
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Huawei,4871,0.015155758,1448
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Motorola,4859,0.015118421,1449
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Lenovo,4531,0.014097873,1450
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Tecno,3575,0.011123349,1451
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Others,26537,0.082567922,1452
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Vivo,87001,0.252181197,1453
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Xiaomi,77605,0.224945941,1454
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Samsung,57137,0.165617373,1455
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Oppo,43131,0.125019566,1456
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Realme,27996,0.081149237,1457
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Apple,6273,0.018182925,1458
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Huawei,4834,0.014011838,1459
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Motorola,4803,0.013921981,1460
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Tecno,4453,0.012907471,1461
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Lenovo,4280,0.012406013,1462
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Others,27481,0.079656458,1463
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Vivo,95723,0.257407079,1464
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Xiaomi,82367,0.221491688,1465
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Samsung,59023,0.158717738,1466
